,cow_id,breed_event_id,first_recheck_DSLB,resolution_DSLB,days_to_resolution,samples_to_resolution,final_status
764,3845.0392159.0,3845.0392159.0_2025_2_2,57,57,0,2,rc_preg
765,3846.0392159.0,3846.0392159.0_2025_5_5,41,41,0,2,rc_open
766,3847.0401430.0,3847.0401430.0_2022_12_2,35,35,0,3,rc_open
767,3853.0401430.0,3853.0401430.0_2023_1_2,35,35,0,4,rc_open
768,3864.0401430.0,3864.0401430.0_2022_12_2,35,35,0,2,rc_loss
769,3864.0401430.0,3864.0401430.0_2023_1_3,38,38,0,2,rc_open
770,3864.0401430.0,3864.0401430.0_2023_4_4,36,36,0,1,rc_open
771,3864.0401430.0,3864.0401430.0_2023_6_5,39,39,0,6,rc_preg
772,3865.0401430.0,3865.0401430.0_2023_5_3,37,37,0,1,rc_open
773,387.0392159.0,387.0392159.0_2024_12_5,36,36,0,2,rc_open
774,3877.0401430.0,3877.0401430.0_2023_5_4,36,36,0,2,rc_open
775,3890.0392159.0,3890.0392159.0_2023_4_1,35,35,0,2,rc_open
776,3899.0401430.0,3899.0401430.0_2022_12_2,35,35,0,2,rc_open
777,3908.0392159.0,3908.0392159.0_2025_4_4,36,36,0,1,rc_open
778,3931.0401430.0,3931.0401430.0_2023_2_2,39,39,0,3,rc_preg
779,3940.0392159.0,3940.0392159.0_2023_9_3,29,29,0,2,rc_open
780,3940.0401430.0,3940.0401430.0_2021_10_1,70,70,0,2,rc_preg
781,3945.0401430.0,3945.0401430.0_2023_2_2,39,39,0,4,rc_preg
782,3966.0401430.0,3966.0401430.0_2022_5_1,38,38,0,6,rc_preg
783,3979.0392159.0,3979.0392159.0_2024_9_4,34,34,0,2,rc_open
784,3980.0401430.0,3980.0401430.0_2023_3_3,50,50,0,5,rc_loss
785,3987.0401430.0,3987.0401430.0_2024_6_4,71,71,0,2,rc_preg
786,3995.0401430.0,3995.0401430.0_2022_8_1,35,35,0,3,rc_open
787,4001.0392159.0,4001.0392159.0_2024_10_6,42,42,0,1,rc_open
788,4008.0401430.0,4008.0401430.0_2022_7_1,35,35,0,2,rc_loss
789,401.0401430.0,401.0401430.0_2022_8_1,40,40,0,2,rc_open
790,4018.0401430.0,4018.0401430.0_2022_4_1,28,28,0,2,rc_loss
791,4029.0401430.0,4029.0401430.0_2025_1_3,35,35,0,3,rc_preg
792,4031.0392159.0,4031.0392159.0_2022_3_1,30,30,0,1,rc_open
793,4056.0401430.0,4056.0401430.0_2023_1_2,35,35,0,2,rc_open
794,4059.0401430.0,4059.0401430.0_2023_3_2,36,36,0,1,rc_open
795,4059.0401430.0,4059.0401430.0_2023_4_3,37,37,0,1,rc_open
796,4072.0392159.0,4072.0392159.0_2022_8_1,43,43,0,2,rc_open
797,4077.0401430.0,4077.0401430.0_2023_4_3,41,41,0,2,rc_open
798,4082.0401430.0,4082.0401430.0_2025_3_3,39,39,0,1,rc_open
799,4099.0392159.0,4099.0392159.0_2022_6_2,39,39,0,3,rc_preg
800,4133.0392159.0,4133.0392159.0_2022_3_1,35,35,0,1,rc_open
801,4133.0392159.0,4133.0392159.0_2023_6_3,36,36,0,2,rc_open
802,4136.0392159.0,4136.0392159.0_2021_10_1,85,85,0,3,rc_open
803,4157.0392159.0,4157.0392159.0_2025_5_3,36,36,0,2,rc_open
804,4209.0392159.0,4209.0392159.0_2023_10_2,41,41,0,2,rc_preg
805,4210.0392159.0,4210.0392159.0_2023_1_1,33,33,0,2,rc_open
806,4212.0392159.0,4212.0392159.0_2023_2_3,31,31,0,2,rc_open
807,4218.0392159.0,4218.0392159.0_2022_12_2,36,36,0,2,rc_open
808,4226.0392159.0,4226.0392159.0_2025_7_4,36,36,0,2,rc_open
809,4239.0392159.0,4239.0392159.0_2023_4_1,43,43,0,2,rc_open
810,4261.0392159.0,4261.0392159.0_2022_1_2,35,35,0,1,rc_open
811,4262.0392159.0,4262.0392159.0_2025_3_2,36,36,0,2,rc_open
812,4278.0392159.0,4278.0392159.0_2023_6_2,36,36,0,1,rc_open
813,4281.0392159.0,4281.0392159.0_2023_6_1,36,36,0,1,rc_open
814,4289.0392159.0,4289.0392159.0_2023_5_1,29,29,0,2,rc_open
815,4295.0392159.0,4295.0392159.0_2022_9_5,49,49,0,2,rc_open
816,4306.0392159.0,4306.0392159.0_2022_7_1,29,29,0,2,rc_open
817,4310.0392159.0,4310.0392159.0_2023_11_4,29,29,0,1,rc_open
818,4311.0392159.0,4311.0392159.0_2022_4_2,43,43,0,4,rc_preg
819,4322.0392159.0,4322.0392159.0_2022_10_2,29,29,0,1,rc_open
820,4322.0392159.0,4322.0392159.0_2022_11_3,38,38,0,2,rc_open
821,4348.0392159.0,4348.0392159.0_2022_9_3,31,31,0,3,rc_open
822,4356.0392159.0,4356.0392159.0_2023_6_2,29,29,0,2,rc_open
823,4373.0392159.0,4373.0392159.0_2022_8_2,34,34,0,2,rc_open
824,4380.0392159.0,4380.0392159.0_2023_2_3,29,29,0,2,rc_open
825,4537.0392159.0,4537.0392159.0_2021_12_1,29,29,0,2,rc_loss
826,4543.0392159.0,4543.0392159.0_2021_10_1,88,88,0,2,rc_preg
827,4657.0392159.0,4657.0392159.0_2021_12_1,40,40,0,2,rc_open
828,4657.0392159.0,4657.0392159.0_2023_2_3,32,32,0,2,rc_open
829,4661.0392159.0,4661.0392159.0_2021_12_1,36,36,0,2,rc_open
830,4673.0392159.0,4673.0392159.0_2022_3_1,36,36,0,2,rc_open
831,4678.0392159.0,4678.0392159.0_2023_2_4,29,29,0,5,rc_loss
832,4700.0392159.0,4700.0392159.0_2023_6_2,29,29,0,2,rc_open
833,4730.0401430.0,4730.0401430.0_2024_7_5,48,48,0,1,rc_open
834,4768.0392159.0,4768.0392159.0_2022_1_1,43,43,0,4,rc_preg
835,4790.0401430.0,4790.0401430.0_2022_4_1,35,35,0,1,rc_open
836,4792.0392159.0,4792.0392159.0_2023_1_3,29,29,0,2,rc_open
837,47941.0401430.0,47941.0401430.0_2025_7_1,35,35,0,2,rc_open
838,4801.0392159.0,4801.0392159.0_2023_8_2,41,41,0,1,rc_open
839,4801.0392159.0,4801.0392159.0_2025_5_5,41,41,0,2,rc_open
840,4848.0392159.0,4848.0392159.0_2023_10_3,43,43,0,2,rc_preg
841,4849.0392159.0,4849.0392159.0_2023_1_3,38,38,0,1,rc_open
842,4852.0392159.0,4852.0392159.0_2022_3_1,29,29,0,2,rc_open
843,4856.0392159.0,4856.0392159.0_2023_1_2,29,29,0,1,rc_open
844,4857.0392159.0,4857.0392159.0_2023_9_3,29,29,0,2,rc_open
845,4858.0401430.0,4858.0401430.0_2021_11_1,68,68,0,2,rc_preg
846,4858.0401430.0,4858.0401430.0_2022_12_2,39,39,0,3,rc_preg
847,4865.0392159.0,4865.0392159.0_2025_3_3,29,29,0,2,rc_open
848,4883.0392159.0,4883.0392159.0_2022_12_2,36,36,0,2,rc_open
849,4883.0392159.0,4883.0392159.0_2025_8_5,29,29,0,2,rc_open
850,4894.0392159.0,4894.0392159.0_2023_1_1,36,36,0,2,rc_open
851,4898.0392159.0,4898.0392159.0_2023_11_5,37,37,0,2,rc_open
852,4898.0392159.0,4898.0392159.0_2023_9_4,34,34,0,1,rc_open
853,4919.0401430.0,4919.0401430.0_2022_9_1,41,41,0,3,rc_open
854,4923.0401430.0,4923.0401430.0_2023_8_2,35,35,0,2,rc_open
855,4928.0401430.0,4928.0401430.0_2023_6_3,36,36,0,2,rc_open
856,4960.0401430.0,4960.0401430.0_2023_1_2,36,36,0,2,rc_open
857,5.0392159.0,5.0392159.0_2023_2_2,29,29,0,1,rc_open
858,5009.0392159.0,5009.0392159.0_2022_2_1,36,36,0,3,rc_open
859,502.0401430.0,502.0401430.0_2023_7_2,37,37,0,2,rc_open
860,502.0401430.0,502.0401430.0_2023_8_3,36,36,0,1,rc_open
861,5054.0392159.0,5054.0392159.0_2023_6_3,32,32,0,2,rc_open
862,5064.0392159.0,5064.0392159.0_2022_1_1,29,29,0,3,rc_preg
863,5075.0401430.0,5075.0401430.0_2024_7_1,71,71,0,1,rc_open
864,5082.0392159.0,5082.0392159.0_2022_11_2,41,41,0,4,rc_open
865,5082.0392159.0,5082.0392159.0_2024_7_6,87,87,0,3,rc_loss
866,5095.0401430.0,5095.0401430.0_2024_10_1,39,39,0,1,rc_open
867,5095.0401430.0,5095.0401430.0_2024_11_2,41,41,0,3,rc_preg
868,5096.0392159.0,5096.0392159.0_2023_9_4,43,43,0,2,rc_open
869,5113.0392159.0,5113.0392159.0_2022_12_3,29,29,0,1,rc_open
870,5121.0401430.0,5121.0401430.0_2025_1_1,38,38,0,3,rc_loss
871,5124.0392159.0,5124.0392159.0_2023_8_4,36,36,0,4,rc_preg
872,51695.0401430.0,51695.0401430.0_2025_7_1,35,35,0,2,rc_open
873,5179.0401430.0,5179.0401430.0_2024_11_1,36,36,0,6,rc_preg
874,5203.0401430.0,5203.0401430.0_2025_1_1,35,35,0,2,rc_open
875,5225.0392159.0,5225.0392159.0_2023_8_7,36,36,0,1,rc_open
876,5234.0392159.0,5234.0392159.0_2022_4_1,29,29,0,2,rc_open
877,5248.0401430.0,5248.0401430.0_2025_3_1,35,35,0,2,rc_open
878,5268.0401430.0,5268.0401430.0_2025_6_1,40,40,0,3,rc_preg
879,5269.0401430.0,5269.0401430.0_2024_7_2,81,81,0,2,rc_preg
880,5322.0401430.0,5322.0401430.0_2024_11_4,36,36,0,1,rc_open
881,5322.0401430.0,5322.0401430.0_2025_2_5,40,40,0,2,rc_open
882,5357.0392159.0,5357.0392159.0_2023_8_2,42,42,0,1,rc_open
883,5357.0392159.0,5357.0392159.0_2024_9_4,42,42,0,2,rc_open
884,5382.0392159.0,5382.0392159.0_2022_10_2,42,42,0,4,rc_preg
885,5382.0392159.0,5382.0392159.0_2025_1_5,41,41,0,4,rc_preg
886,53894.0401430.0,53894.0401430.0_2025_7_1,35,35,0,2,rc_open
887,5401.0401430.0,5401.0401430.0_2023_3_2,36,36,0,2,rc_open
888,5401.0401430.0,5401.0401430.0_2023_5_3,36,36,0,2,rc_open
889,5408.0401430.0,5408.0401430.0_2023_5_1,37,37,0,2,rc_loss
890,5418.0401430.0,5418.0401430.0_2025_5_2,41,41,0,1,rc_open
891,5427.0392159.0,5427.0392159.0_2022_5_1,32,32,0,2,rc_open
892,5435.0392159.0,5435.0392159.0_2022_3_2,34,34,0,3,rc_loss
893,5440.0401430.0,5440.0401430.0_2023_4_1,36,36,0,2,rc_open
894,5449.0392159.0,5449.0392159.0_2023_5_3,36,36,0,3,rc_open
895,5449.0392159.0,5449.0392159.0_2023_7_4,36,36,0,2,rc_open
896,5464.0392159.0,5464.0392159.0_2025_4_5,36,36,0,2,rc_open
897,5502.0392159.0,5502.0392159.0_2022_12_3,36,36,0,1,rc_open
898,5502.0392159.0,5502.0392159.0_2022_9_1,36,36,0,1,rc_open
899,5504.0392159.0,5504.0392159.0_2021_11_1,78,78,0,2,rc_open
900,5504.0392159.0,5504.0392159.0_2022_3_2,36,36,0,1,rc_open
901,5566.0401430.0,5566.0401430.0_2021_12_1,70,70,0,2,rc_preg
902,5571.0392159.0,5571.0392159.0_2022_4_1,43,43,0,4,rc_loss
903,5574.0401430.0,5574.0401430.0_2022_4_1,36,36,0,2,rc_open
904,5592.0401430.0,5592.0401430.0_2022_6_2,36,36,0,2,rc_open
905,5592.0401430.0,5592.0401430.0_2022_8_3,38,38,0,1,rc_open
906,5605.0392159.0,5605.0392159.0_2022_6_1,31,31,0,3,rc_open
907,5605.0401430.0,5605.0401430.0_2023_4_2,36,36,0,2,rc_open
908,5607.0392159.0,5607.0392159.0_2025_4_7,45,45,0,4,rc_preg
909,5612.0392159.0,5612.0392159.0_2023_10_5,33,33,0,3,rc_open
910,5622.0401430.0,5622.0401430.0_2022_7_1,41,41,0,1,rc_open
911,5629.0401430.0,5629.0401430.0_2023_6_3,40,40,0,4,rc_open
912,5640.0401430.0,5640.0401430.0_2023_6_2,36,36,0,2,rc_open
913,5640.0401430.0,5640.0401430.0_2023_8_3,36,36,0,1,rc_open
914,5659.0401430.0,5659.0401430.0_2022_11_2,43,43,0,6,rc_open
915,5663.0392159.0,5663.0392159.0_2023_10_4,37,37,0,1,rc_open
916,5685.0401430.0,5685.0401430.0_2021_12_1,70,70,0,2,rc_preg
917,5688.0392159.0,5688.0392159.0_2022_2_1,35,35,0,2,rc_open
918,5690.0392159.0,5690.0392159.0_2022_2_1,36,36,0,2,rc_open
919,5690.0392159.0,5690.0392159.0_2022_8_4,30,30,0,2,rc_open
920,5697.0401430.0,5697.0401430.0_2023_8_3,39,39,0,2,rc_open
921,5727.0392159.0,5727.0392159.0_2022_5_1,43,43,0,2,rc_open
922,5739.0392159.0,5739.0392159.0_2022_6_1,29,29,0,1,rc_open
923,5753.0392159.0,5753.0392159.0_2025_5_3,29,29,0,3,rc_open
924,5767.0392159.0,5767.0392159.0_2022_8_1,36,36,0,2,rc_open
925,5774.0392159.0,5774.0392159.0_2023_5_3,36,36,0,3,rc_loss
926,5777.0392159.0,5777.0392159.0_2021_12_1,32,32,0,2,rc_open
927,5782.0392159.0,5782.0392159.0_2022_11_2,29,29,0,3,rc_preg
928,5788.0392159.0,5788.0392159.0_2021_12_1,36,36,0,2,rc_open
929,5797.0401430.0,5797.0401430.0_2023_4_3,37,37,0,3,rc_open
930,5806.0392159.0,5806.0392159.0_2021_10_1,85,85,0,2,rc_open
931,5823.0392159.0,5823.0392159.0_2022_12_2,39,39,0,5,rc_preg
932,5838.0392159.0,5838.0392159.0_2022_2_2,52,52,0,3,rc_preg
933,5865.0392159.0,5865.0392159.0_2022_10_2,29,29,0,2,rc_loss
934,5871.0392159.0,5871.0392159.0_2023_2_2,35,35,0,1,rc_open
935,5883.0401430.0,5883.0401430.0_2023_4_2,37,37,0,2,rc_open
936,5886.0392159.0,5886.0392159.0_2022_10_2,39,39,0,1,rc_open
937,589.0392159.0,589.0392159.0_2023_10_2,43,43,0,2,rc_preg
938,5897.0392159.0,5897.0392159.0_2022_12_3,29,29,0,2,rc_loss
939,6004.0392159.0,6004.0392159.0_2022_11_3,29,29,0,3,rc_loss
940,6007.0392159.0,6007.0392159.0_2022_2_1,35,35,0,1,rc_open
941,60195.0392159.0,60195.0392159.0_2022_4_2,30,30,0,2,rc_open
942,6055.0392159.0,6055.0392159.0_2022_3_1,34,34,0,3,rc_preg
943,6065.0392159.0,6065.0392159.0_2025_4_5,29,29,0,3,rc_open
944,6069.0392159.0,6069.0392159.0_2022_2_1,35,35,0,2,rc_open
945,6076.0392159.0,6076.0392159.0_2022_12_2,29,29,0,1,rc_open
946,611.0401430.0,611.0401430.0_2023_5_1,37,37,0,2,rc_open
947,611.0401430.0,611.0401430.0_2023_7_2,37,37,0,2,rc_open
948,6163.0392159.0,6163.0392159.0_2022_4_2,39,39,0,4,rc_preg
949,6169.0392159.0,6169.0392159.0_2025_1_3,29,29,0,2,rc_loss
950,6183.0392159.0,6183.0392159.0_2022_3_1,29,29,0,2,rc_open
951,6208.0392159.0,6208.0392159.0_2022_5_1,36,36,0,5,rc_preg
952,6224.0392159.0,6224.0392159.0_2025_4_4,36,36,0,1,rc_open
953,6267.0392159.0,6267.0392159.0_2023_4_2,43,43,0,2,rc_open
954,6270.0392159.0,6270.0392159.0_2023_11_4,38,38,0,2,rc_open
955,6272.0392159.0,6272.0392159.0_2025_6_4,29,29,0,3,rc_preg
956,6275.0392159.0,6275.0392159.0_2025_6_4,32,32,0,2,rc_preg
957,6284.0392159.0,6284.0392159.0_2023_10_3,43,43,0,2,rc_preg
958,6292.0392159.0,6292.0392159.0_2022_6_1,34,34,0,4,rc_preg
959,6316.0392159.0,6316.0392159.0_2023_6_2,42,42,0,1,rc_open
960,6329.0392159.0,6329.0392159.0_2022_12_3,41,41,0,5,rc_preg
961,6329.0392159.0,6329.0392159.0_2025_2_6,36,36,0,1,rc_open
962,6336.0392159.0,6336.0392159.0_2024_8_3,43,43,0,4,rc_loss
963,6353.0392159.0,6353.0392159.0_2023_11_3,29,29,0,2,rc_preg
964,6355.0392159.0,6355.0392159.0_2024_8_3,43,43,0,2,rc_open
965,6357.0392159.0,6357.0392159.0_2025_1_3,36,36,0,2,rc_open
966,6381.0392159.0,6381.0392159.0_2023_11_3,33,33,0,2,rc_open
967,6401.0392159.0,6401.0392159.0_2024_9_4,36,36,0,1,rc_open
968,6427.0392159.0,6427.0392159.0_2025_1_5,36,36,0,2,rc_open
969,6451.0392159.0,6451.0392159.0_2024_9_3,31,31,0,1,rc_open
970,6460.0392159.0,6460.0392159.0_2021_11_1,78,78,0,8,rc_preg
971,6494.0392159.0,6494.0392159.0_2024_11_3,29,29,0,1,rc_open
972,651.0401430.0,651.0401430.0_2025_2_2,36,36,0,1,rc_open
973,6528.0392159.0,6528.0392159.0_2025_6_5,36,36,0,1,rc_open
974,6534.0392159.0,6534.0392159.0_2022_12_2,43,43,0,3,rc_loss
975,6535.0392159.0,6535.0392159.0_2024_8_4,36,36,0,1,rc_open
976,6553.0392159.0,6553.0392159.0_2021_12_1,36,36,0,2,rc_open
977,6553.0392159.0,6553.0392159.0_2022_3_2,40,40,0,4,rc_preg
978,6559.0392159.0,6559.0392159.0_2022_2_2,47,47,0,3,rc_preg
979,6559.0392159.0,6559.0392159.0_2023_2_3,29,29,0,3,rc_preg
980,6566.0392159.0,6566.0392159.0_2023_3_3,36,36,0,2,rc_open
981,6568.0392159.0,6568.0392159.0_2023_5_2,34,34,0,2,rc_open
982,6568.0392159.0,6568.0392159.0_2024_12_7,50,50,0,2,rc_open
983,6568.0392159.0,6568.0392159.0_2024_9_6,29,29,0,4,rc_open
984,6579.0392159.0,6579.0392159.0_2024_6_5,85,85,0,3,rc_preg
985,6583.0392159.0,6583.0392159.0_2022_7_3,36,36,0,2,rc_open
986,6611.0392159.0,6611.0392159.0_2024_10_4,35,35,0,2,rc_open
987,6611.0392159.0,6611.0392159.0_2024_12_5,40,40,0,1,rc_open
988,6614.0392159.0,6614.0392159.0_2025_4_4,36,36,0,3,rc_open
989,6615.0392159.0,6615.0392159.0_2024_8_3,31,31,0,2,rc_open
990,6629.0392159.0,6629.0392159.0_2024_7_4,56,56,0,3,rc_open
991,6651.0392159.0,6651.0392159.0_2022_3_2,34,34,0,2,rc_preg
992,6652.0392159.0,6652.0392159.0_2023_5_3,29,29,0,2,rc_open
993,6653.0392159.0,6653.0392159.0_2025_5_4,38,38,0,2,rc_open
994,6655.0392159.0,6655.0392159.0_2023_6_3,41,41,0,3,rc_open
995,6666.0392159.0,6666.0392159.0_2022_5_2,43,43,0,1,rc_open
996,6681.0392159.0,6681.0392159.0_2022_1_1,32,32,0,1,rc_open
997,6696.0392159.0,6696.0392159.0_2022_5_2,59,59,0,4,rc_preg
998,6705.0392159.0,6705.0392159.0_2022_3_1,43,43,0,2,rc_open
999,6782.0392159.0,6782.0392159.0_2024_10_5,42,42,0,2,rc_open
1000,6792.0392159.0,6792.0392159.0_2022_7_2,39,39,0,2,rc_open
1001,6793.0392159.0,6793.0392159.0_2022_11_1,32,32,0,2,rc_open
1002,6794.0392159.0,6794.0392159.0_2023_7_2,40,40,0,2,rc_open
1003,6800.0392159.0,6800.0392159.0_2022_11_1,31,31,0,1,rc_open
1004,6801.0392159.0,6801.0392159.0_2022_10_2,33,33,0,1,rc_open
1005,6816.0392159.0,6816.0392159.0_2022_6_1,29,29,0,3,rc_preg
1006,6819.0392159.0,6819.0392159.0_2025_5_4,36,36,0,2,rc_open
1007,6820.0392159.0,6820.0392159.0_2023_7_3,36,36,0,1,rc_open
1008,6839.0392159.0,6839.0392159.0_2024_9_4,29,29,0,2,rc_open
1009,6873.0392159.0,6873.0392159.0_2022_8_1,34,34,0,2,rc_loss
1010,6884.0392159.0,6884.0392159.0_2025_2_4,36,36,0,2,rc_open
1011,6899.0392159.0,6899.0392159.0_2022_10_1,36,36,0,1,rc_open
1012,6899.0392159.0,6899.0392159.0_2024_11_4,36,36,0,2,rc_open
1013,6919.0392159.0,6919.0392159.0_2023_1_2,29,29,0,2,rc_open
1014,6921.0392159.0,6921.0392159.0_2022_10_1,36,36,0,2,rc_open
1015,6928.0392159.0,6928.0392159.0_2023_10_2,43,43,0,2,rc_preg
1016,6928.0392159.0,6928.0392159.0_2024_11_4,36,36,0,2,rc_open
1017,6934.0392159.0,6934.0392159.0_2022_11_1,29,29,0,3,rc_preg
1018,6942.0392159.0,6942.0392159.0_2023_10_2,43,43,0,2,rc_preg
1019,6955.0392159.0,6955.0392159.0_2022_11_1,29,29,0,1,rc_open
1020,7012.0392159.0,7012.0392159.0_2022_12_1,36,36,0,2,rc_open
1021,7012.0392159.0,7012.0392159.0_2025_1_3,36,36,0,1,rc_open
1022,7080.0392159.0,7080.0392159.0_2025_7_5,36,36,0,1,rc_open
1023,7128.0392159.0,7128.0392159.0_2023_4_1,41,41,0,2,rc_open
1024,7137.0392159.0,7137.0392159.0_2025_3_2,36,36,0,1,rc_open
1025,7139.0392159.0,7139.0392159.0_2023_6_2,38,38,0,3,rc_open
1026,7167.0392159.0,7167.0392159.0_2023_4_1,43,43,0,1,rc_open
1027,7177.0392159.0,7177.0392159.0_2024_12_2,31,31,0,2,rc_open
1028,7190.0392159.0,7190.0392159.0_2023_6_3,36,36,0,2,rc_open
1029,7232.0392159.0,7232.0392159.0_2023_6_1,39,39,0,2,rc_open
1030,7242.0392159.0,7242.0392159.0_2023_7_1,29,29,0,2,rc_open
1031,7275.0392159.0,7275.0392159.0_2024_11_2,29,29,0,2,rc_open
1032,7298.0401430.0,7298.0401430.0_2023_3_3,35,35,0,1,rc_open
1033,7301.0392159.0,7301.0392159.0_2024_8_3,38,38,0,5,rc_preg
1034,7305.0392159.0,7305.0392159.0_2024_11_1,29,29,0,1,rc_open
1035,7330.0392159.0,7330.0392159.0_2025_2_2,42,42,0,2,rc_open
1036,7331.0392159.0,7331.0392159.0_2023_9_2,29,29,0,2,rc_open
1037,7370.0401430.0,7370.0401430.0_2022_12_2,39,39,0,6,rc_preg
1038,7370.0401430.0,7370.0401430.0_2022_8_1,36,36,0,2,rc_open
1039,7437.0392159.0,7437.0392159.0_2023_4_2,38,38,0,3,rc_preg
1040,7442.0392159.0,7442.0392159.0_2023_11_1,29,29,0,2,rc_open
1041,7457.0392159.0,7457.0392159.0_2023_11_1,36,36,0,2,rc_open
1042,7460.0392159.0,7460.0392159.0_2023_10_1,35,35,0,2,rc_open
1043,7469.0401430.0,7469.0401430.0_2022_5_1,36,36,0,2,rc_open
1044,753.0401430.0,753.0401430.0_2025_6_2,40,40,0,4,rc_preg
1045,7565.0392159.0,7565.0392159.0_2025_1_5,29,29,0,2,rc_loss
1046,7569.0392159.0,7569.0392159.0_2024_12_1,36,36,0,2,rc_open
1047,7575.0392159.0,7575.0392159.0_2023_8_4,36,36,0,3,rc_open
1048,7606.0401430.0,7606.0401430.0_2022_1_1,30,30,0,3,rc_loss
1049,7635.0401430.0,7635.0401430.0_2025_6_2,36,36,0,1,rc_open
1050,7663.0401430.0,7663.0401430.0_2025_7_1,36,36,0,2,rc_open
1051,7665.0392159.0,7665.0392159.0_2025_7_2,40,40,0,2,rc_open
1052,7668.0401430.0,7668.0401430.0_2025_6_3,36,36,0,1,rc_open
1053,7668.0401430.0,7668.0401430.0_2025_7_4,41,41,0,2,rc_open
1054,7716.0401430.0,7716.0401430.0_2022_8_1,41,41,0,3,rc_preg
1055,7732.0392159.0,7732.0392159.0_2025_3_6,36,36,0,2,rc_open
1056,7746.0392159.0,7746.0392159.0_2024_11_4,36,36,0,2,rc_open
1057,7746.0392159.0,7746.0392159.0_2024_9_3,36,36,0,2,rc_open
1058,7758.0392159.0,7758.0392159.0_2022_6_1,36,36,0,2,rc_open
1059,7798.0392159.0,7798.0392159.0_2023_8_2,36,36,0,3,rc_preg
1060,781.0401430.0,781.0401430.0_2023_5_1,37,37,0,2,rc_open
1061,7819.0401430.0,7819.0401430.0_2022_2_2,29,29,0,2,rc_open
1062,7882.0401430.0,7882.0401430.0_2023_5_3,35,35,0,3,rc_loss
1063,7917.0392159.0,7917.0392159.0_2024_9_4,36,36,0,2,rc_open
1064,7923.0401430.0,7923.0401430.0_2022_11_2,43,43,0,5,rc_preg
1065,7924.0392159.0,7924.0392159.0_2025_2_2,36,36,0,2,rc_open
1066,7939.0401430.0,7939.0401430.0_2021_11_1,70,70,0,3,rc_preg
1067,7943.0401430.0,7943.0401430.0_2022_2_1,28,28,0,3,rc_preg
1068,7948.0392159.0,7948.0392159.0_2024_8_1,43,43,0,3,rc_open
1069,7978.0392159.0,7978.0392159.0_2024_11_2,29,29,0,1,rc_open
1070,7980.0401430.0,7980.0401430.0_2025_1_3,35,35,0,3,rc_loss
1071,7989.0392159.0,7989.0392159.0_2024_10_2,35,35,0,3,rc_preg
1072,7989.0392159.0,7989.0392159.0_2024_8_1,36,36,0,2,rc_open
1073,7995.0392159.0,7995.0392159.0_2024_10_2,36,36,0,2,rc_open
1074,7997.0392159.0,7997.0392159.0_2024_12_1,36,36,0,3,rc_open
1075,8001.0392159.0,8001.0392159.0_2025_2_3,36,36,0,2,rc_open
1076,80032.0392159.0,80032.0392159.0_2024_12_4,29,29,0,4,rc_loss
1077,80122.0392159.0,80122.0392159.0_2023_1_1,35,35,0,2,rc_open
1078,8021.0392159.0,8021.0392159.0_2024_11_1,42,42,0,4,rc_loss
1079,8027.0392159.0,8027.0392159.0_2024_8_1,29,29,0,3,rc_open
1080,8050.0401430.0,8050.0401430.0_2023_3_3,39,39,0,1,rc_open
1081,8050.0401430.0,8050.0401430.0_2023_5_4,37,37,0,1,rc_open
1082,8052.0392159.0,8052.0392159.0_2024_12_1,29,29,0,2,rc_open
1083,8053.0401430.0,8053.0401430.0_2023_4_2,36,36,0,2,rc_open
1084,80862.0392159.0,80862.0392159.0_2022_12_1,49,49,0,2,rc_preg
1085,80923.0392159.0,80923.0392159.0_2024_8_3,29,29,0,2,rc_open
1086,80984.0392159.0,80984.0392159.0_2024_8_2,36,36,0,1,rc_open
1087,81042.0392159.0,81042.0392159.0_2023_3_3,29,29,0,2,rc_open
1088,8105.0392159.0,8105.0392159.0_2024_10_2,36,36,0,2,rc_open
1089,81083.0392159.0,81083.0392159.0_2023_8_1,29,29,0,2,rc_open
1090,8112.0401430.0,8112.0401430.0_2022_5_1,39,39,0,3,rc_open
1091,81150.0392159.0,81150.0392159.0_2023_5_3,29,29,0,2,rc_open
1092,81159.0392159.0,81159.0392159.0_2023_6_2,33,33,0,2,rc_open
1093,81159.0392159.0,81159.0392159.0_2023_8_3,35,35,0,2,rc_open
1094,8116.0392159.0,8116.0392159.0_2024_11_1,42,42,0,2,rc_open
1095,8123.0392159.0,8123.0392159.0_2025_1_4,36,36,0,3,rc_preg
1096,813161.0401430.0,813161.0401430.0_2025_7_1,36,36,0,2,rc_open
1097,8137.0401430.0,8137.0401430.0_2022_1_1,28,28,0,1,rc_open
1098,8141.0392159.0,8141.0392159.0_2024_10_1,29,29,0,1,rc_open
1099,8190.0401430.0,8190.0401430.0_2023_5_3,36,36,0,1,rc_open
1100,8215.0392159.0,8215.0392159.0_2024_12_1,29,29,0,2,rc_open
1101,8223.0392159.0,8223.0392159.0_2025_3_2,37,37,0,2,rc_open
1102,8287.0401430.0,8287.0401430.0_2023_9_3,38,38,0,1,rc_open
1103,8322.0392159.0,8322.0392159.0_2024_8_5,43,43,0,3,rc_preg
1104,8322.0392159.0,8322.0392159.0_2025_7_6,36,36,0,2,rc_open
1105,8323.0392159.0,8323.0392159.0_2025_3_1,29,29,0,2,rc_open
1106,8337.0392159.0,8337.0392159.0_2025_2_1,43,43,0,2,rc_open
1107,8375.0392159.0,8375.0392159.0_2025_2_1,30,30,0,1,rc_open
