,cow_id,breed_event_id,first_recheck_DSLB,resolution_DSLB,days_to_resolution,samples_to_resolution,final_status
418,15090.0401430.0,15090.0401430.0_2022_12_1,36,36,0,2,rc_open
419,15101.0401430.0,15101.0401430.0_2025_2_2,37,37,0,2,rc_open
420,15101.0401430.0,15101.0401430.0_2025_5_3,36,36,0,6,rc_open
421,15110.0401430.0,15110.0401430.0_2025_4_2,35,35,0,3,rc_preg
422,15128.0401430.0,15128.0401430.0_2024_7_2,47,47,0,4,rc_preg
423,15141.0401430.0,15141.0401430.0_2025_6_4,41,41,0,3,rc_preg
424,15143.0401430.0,15143.0401430.0_2023_4_1,36,36,0,2,rc_open
425,15144.0401430.0,15144.0401430.0_2025_4_2,36,36,0,2,rc_open
426,15144.0401430.0,15144.0401430.0_2025_7_3,36,36,0,1,rc_open
427,15147.0401430.0,15147.0401430.0_2023_4_1,35,35,0,2,rc_open
428,15152.0401430.0,15152.0401430.0_2025_7_3,37,37,0,2,rc_open
429,15156.0401430.0,15156.0401430.0_2024_7_2,83,83,0,2,rc_open
430,15173.0401430.0,15173.0401430.0_2023_3_2,36,36,0,2,rc_open
431,15179.0401430.0,15179.0401430.0_2025_3_3,41,41,0,1,rc_open
432,15179.0401430.0,15179.0401430.0_2025_4_4,41,41,0,3,rc_open
433,15246.0401430.0,15246.0401430.0_2023_1_1,36,36,0,2,rc_open
434,15246.0401430.0,15246.0401430.0_2024_7_4,71,71,0,2,rc_preg
435,15247.0401430.0,15247.0401430.0_2024_6_3,72,72,0,1,rc_open
436,1526.0401430.0,1526.0401430.0_2021_10_1,72,72,0,2,rc_preg
437,15267.0401430.0,15267.0401430.0_2023_7_3,38,38,0,1,rc_open
438,15272.0401430.0,15272.0401430.0_2023_9_2,38,38,0,2,rc_open
439,15330.0401430.0,15330.0401430.0_2025_4_3,37,37,0,4,rc_open
440,15342.0401430.0,15342.0401430.0_2025_5_2,35,35,0,6,rc_preg
441,15363.0401430.0,15363.0401430.0_2023_5_2,36,36,0,1,rc_open
442,15402.0401430.0,15402.0401430.0_2023_8_3,36,36,0,2,rc_open
443,15406.0401430.0,15406.0401430.0_2023_7_3,36,36,0,2,rc_loss
444,15407.0401430.0,15407.0401430.0_2025_5_2,39,39,0,5,rc_loss
445,15417.0401430.0,15417.0401430.0_2025_6_3,41,41,0,3,rc_preg
446,15420.0401430.0,15420.0401430.0_2023_5_1,42,42,0,6,rc_preg
447,15428.0401430.0,15428.0401430.0_2025_5_2,35,35,0,2,rc_open
448,15448.0401430.0,15448.0401430.0_2023_7_2,36,36,0,1,rc_open
449,15488.0401430.0,15488.0401430.0_2023_5_1,36,36,0,2,rc_open
450,15489.0401430.0,15489.0401430.0_2023_8_3,36,36,0,3,rc_open
451,15498.0401430.0,15498.0401430.0_2025_5_2,38,38,0,2,rc_open
452,15505.0401430.0,15505.0401430.0_2025_7_3,36,36,0,3,rc_preg
453,15508.0401430.0,15508.0401430.0_2024_12_4,36,36,0,1,rc_open
454,15508.0401430.0,15508.0401430.0_2025_1_5,35,35,0,2,rc_open
455,15509.0401430.0,15509.0401430.0_2024_10_4,38,38,0,2,rc_open
456,15515.0401430.0,15515.0401430.0_2023_6_1,37,37,0,2,rc_open
457,15516.0401430.0,15516.0401430.0_2025_4_2,36,36,0,2,rc_open
458,15544.0401430.0,15544.0401430.0_2023_6_1,36,36,0,3,rc_loss
459,15551.0401430.0,15551.0401430.0_2023_8_2,36,36,0,2,rc_open
460,15555.0401430.0,15555.0401430.0_2023_3_1,36,36,0,2,rc_open
461,15577.0401430.0,15577.0401430.0_2023_4_1,36,36,0,2,rc_open
462,15627.0401430.0,15627.0401430.0_2023_6_1,36,36,0,4,rc_open
463,15628.0401430.0,15628.0401430.0_2025_7_3,36,36,0,2,rc_open
464,15636.0401430.0,15636.0401430.0_2022_8_1,77,77,0,2,rc_preg
465,15661.0401430.0,15661.0401430.0_2025_7_3,36,36,0,4,rc_open
466,15668.0401430.0,15668.0401430.0_2025_5_2,35,35,0,1,rc_open
467,15671.0401430.0,15671.0401430.0_2023_1_1,37,37,0,2,rc_loss
468,15671.0401430.0,15671.0401430.0_2023_3_2,35,35,0,13,rc_preg
469,15687.0401430.0,15687.0401430.0_2023_6_1,44,44,0,3,rc_preg
470,15688.0401430.0,15688.0401430.0_2024_10_3,37,37,0,2,rc_open
471,15690.0401430.0,15690.0401430.0_2025_4_2,38,38,0,2,rc_open
472,15699.0401430.0,15699.0401430.0_2024_8_2,35,35,0,1,rc_open
473,15702.0401430.0,15702.0401430.0_2024_6_2,71,71,0,2,rc_preg
474,15721.0401430.0,15721.0401430.0_2022_12_2,36,36,0,6,rc_open
475,15739.0401430.0,15739.0401430.0_2024_10_2,36,36,0,4,rc_preg
476,15741.0401430.0,15741.0401430.0_2023_8_2,40,40,0,7,rc_open
477,15749.0401430.0,15749.0401430.0_2024_11_3,41,41,0,2,rc_open
478,15755.0401430.0,15755.0401430.0_2023_6_1,36,36,0,2,rc_open
479,15758.0401430.0,15758.0401430.0_2024_11_6,40,40,0,1,rc_open
480,15758.0401430.0,15758.0401430.0_2024_9_5,41,41,0,2,rc_open
481,15758.0401430.0,15758.0401430.0_2025_2_8,34,34,0,2,rc_open
482,1577.0401430.0,1577.0401430.0_2023_10_1,36,36,0,2,rc_preg
483,15786.0401430.0,15786.0401430.0_2023_6_2,41,41,0,4,rc_preg
484,15795.0401430.0,15795.0401430.0_2025_7_3,35,35,0,2,rc_preg
485,15857.0401430.0,15857.0401430.0_2023_8_1,36,36,0,2,rc_open
486,15862.0401430.0,15862.0401430.0_2023_8_2,36,36,0,2,rc_open
487,15875.0401430.0,15875.0401430.0_2025_8_3,40,40,0,2,rc_preg
488,15888.0401430.0,15888.0401430.0_2023_8_1,36,36,0,2,rc_open
489,15898.0401430.0,15898.0401430.0_2023_9_1,41,41,0,7,rc_preg
490,15899.0401430.0,15899.0401430.0_2023_6_1,36,36,0,2,rc_open
491,15916.0401430.0,15916.0401430.0_2022_10_2,47,47,0,3,rc_preg
492,15929.0401430.0,15929.0401430.0_2024_8_3,36,36,0,2,rc_open
493,15933.0401430.0,15933.0401430.0_2025_6_3,36,36,0,1,rc_open
494,15940.0401430.0,15940.0401430.0_2025_7_3,38,38,0,1,rc_open
495,15942.0401430.0,15942.0401430.0_2025_3_4,35,35,0,3,rc_open
496,15947.0401430.0,15947.0401430.0_2024_12_4,37,37,0,7,rc_preg
497,15956.0401430.0,15956.0401430.0_2023_9_1,36,36,0,3,rc_open
498,15957.0401430.0,15957.0401430.0_2023_6_1,36,36,0,2,rc_open
499,15957.0401430.0,15957.0401430.0_2023_8_2,36,36,0,3,rc_open
500,15975.0401430.0,15975.0401430.0_2024_10_3,39,39,0,1,rc_open
501,15988.0401430.0,15988.0401430.0_2023_7_1,39,39,0,6,rc_preg
502,15989.0401430.0,15989.0401430.0_2024_8_3,36,36,0,1,rc_open
503,15989.0401430.0,15989.0401430.0_2024_9_4,41,41,0,3,rc_preg
504,16028.0401430.0,16028.0401430.0_2023_8_1,36,36,0,1,rc_open
505,16057.0401430.0,16057.0401430.0_2023_10_2,42,42,0,2,rc_preg
506,16070.0401430.0,16070.0401430.0_2023_6_1,36,36,0,2,rc_open
507,16105.0401430.0,16105.0401430.0_2023_7_1,38,38,0,1,rc_open
508,16112.0401430.0,16112.0401430.0_2023_10_3,39,39,0,3,rc_open
509,16112.0401430.0,16112.0401430.0_2023_9_2,36,36,0,2,rc_open
510,16227.0401430.0,16227.0401430.0_2023_8_1,36,36,0,1,rc_open
511,16264.0401430.0,16264.0401430.0_2024_8_2,36,36,0,1,rc_open
512,16277.0401430.0,16277.0401430.0_2024_10_2,36,36,0,1,rc_open
513,1628.0401430.0,1628.0401430.0_2023_7_1,74,74,0,2,rc_preg
514,16317.0401430.0,16317.0401430.0_2023_10_1,40,40,0,2,rc_open
515,16359.0401430.0,16359.0401430.0_2023_10_1,40,40,0,2,rc_preg
516,16363.0401430.0,16363.0401430.0_2024_10_2,36,36,0,4,rc_preg
517,1639.0401430.0,1639.0401430.0_2024_11_2,36,36,0,1,rc_open
518,16398.0401430.0,16398.0401430.0_2025_2_2,40,40,0,2,rc_open
519,164.0392159.0,164.0392159.0_2023_6_2,41,41,0,3,rc_preg
520,16483.0401430.0,16483.0401430.0_2024_7_1,67,67,0,2,rc_preg
521,16556.0401430.0,16556.0401430.0_2023_9_1,36,36,0,3,rc_open
522,16556.0401430.0,16556.0401430.0_2025_3_3,39,39,0,8,rc_preg
523,16557.0401430.0,16557.0401430.0_2024_10_2,37,37,0,1,rc_open
524,1656.0401430.0,1656.0401430.0_2023_10_1,37,37,0,2,rc_preg
525,16596.0401430.0,16596.0401430.0_2024_11_1,40,40,0,2,rc_open
526,1667.0401430.0,1667.0401430.0_2023_10_2,38,38,0,2,rc_preg
527,1667.0401430.0,1667.0401430.0_2023_8_1,42,42,0,1,rc_open
528,16688.0401430.0,16688.0401430.0_2025_5_2,42,42,0,2,rc_open
529,16689.0401430.0,16689.0401430.0_2025_1_1,35,35,0,3,rc_preg
530,16747.0401430.0,16747.0401430.0_2023_9_1,37,37,0,2,rc_open
531,1676.0401430.0,1676.0401430.0_2024_11_1,36,36,0,1,rc_open
532,16823.0392159.0,16823.0392159.0_2021_12_1,36,36,0,2,rc_open
533,16823.0392159.0,16823.0392159.0_2023_3_4,29,29,0,3,rc_open
534,16823.0392159.0,16823.0392159.0_2023_9_6,29,29,0,2,rc_open
535,16887.0401430.0,16887.0401430.0_2025_7_1,43,43,0,5,rc_preg
536,16925.0401430.0,16925.0401430.0_2023_11_1,38,38,0,2,rc_open
537,16961.0401430.0,16961.0401430.0_2023_11_1,37,37,0,2,rc_open
538,17019.0401430.0,17019.0401430.0_2025_5_1,36,36,0,2,rc_open
539,17029.0401430.0,17029.0401430.0_2025_1_1,39,39,0,4,rc_preg
540,17058.0401430.0,17058.0401430.0_2024_12_2,39,39,0,1,rc_open
541,17058.0401430.0,17058.0401430.0_2025_2_3,40,40,0,1,rc_open
542,17107.0401430.0,17107.0401430.0_2025_6_2,36,36,0,5,rc_open
543,17140.0401430.0,17140.0401430.0_2025_8_1,35,35,0,2,rc_open
544,17145.0401430.0,17145.0401430.0_2025_8_2,39,39,0,2,rc_open
545,17161.0401430.0,17161.0401430.0_2025_3_1,39,39,0,1,rc_open
546,17188.0401430.0,17188.0401430.0_2024_12_1,35,35,0,1,rc_open
547,17206.0401430.0,17206.0401430.0_2025_1_1,35,35,0,1,rc_open
548,17210.0392159.0,17210.0392159.0_2023_1_3,36,36,0,2,rc_open
549,17253.0401430.0,17253.0401430.0_2025_5_2,38,38,0,1,rc_open
550,17255.0401430.0,17255.0401430.0_2024_8_1,38,38,0,4,rc_loss
551,17297.0401430.0,17297.0401430.0_2025_2_1,42,42,0,2,rc_open
552,17322.0401430.0,17322.0401430.0_2025_5_1,38,38,0,3,rc_preg
553,17346.0401430.0,17346.0401430.0_2025_3_1,35,35,0,8,rc_loss
554,17363.0401430.0,17363.0401430.0_2025_5_1,35,35,0,3,rc_preg
555,17379.0401430.0,17379.0401430.0_2025_6_1,35,35,0,2,rc_open
556,17384.0401430.0,17384.0401430.0_2025_6_1,36,36,0,2,rc_open
557,17392.0401430.0,17392.0401430.0_2025_4_2,40,40,0,1,rc_open
558,17412.0401430.0,17412.0401430.0_2025_5_1,35,35,0,1,rc_open
559,1743.0401430.0,1743.0401430.0_2022_6_2,38,38,0,3,rc_preg
560,17482.0401430.0,17482.0401430.0_2025_6_2,40,40,0,1,rc_open
561,17574.0401430.0,17574.0401430.0_2025_6_2,35,35,0,1,rc_open
562,1764.0401430.0,1764.0401430.0_2023_6_3,36,36,0,2,rc_open
563,17679.0401430.0,17679.0401430.0_2025_7_2,38,38,0,1,rc_open
564,17786.0401430.0,17786.0401430.0_2025_4_1,35,35,0,2,rc_open
565,17815.0401430.0,17815.0401430.0_2025_7_2,37,37,0,2,rc_open
566,17821.0401430.0,17821.0401430.0_2024_8_1,41,41,0,3,rc_preg
567,17858.0401430.0,17858.0401430.0_2024_6_1,85,85,0,2,rc_open
568,17901.0401430.0,17901.0401430.0_2025_7_2,43,43,0,3,rc_open
569,17982.0401430.0,17982.0401430.0_2025_6_2,35,35,0,2,rc_open
570,18000.0401430.0,18000.0401430.0_2025_5_1,39,39,0,2,rc_loss
571,18025.0401430.0,18025.0401430.0_2024_8_1,36,36,0,3,rc_loss
572,18045.0401430.0,18045.0401430.0_2025_8_2,35,35,0,2,rc_preg
573,18087.0401430.0,18087.0401430.0_2025_5_1,35,35,0,3,rc_preg
574,18195.0401430.0,18195.0401430.0_2024_9_1,41,41,0,2,rc_open
575,18213.0401430.0,18213.0401430.0_2025_8_2,35,35,0,2,rc_preg
576,18221.0401430.0,18221.0401430.0_2024_10_1,35,35,0,2,rc_open
577,18306.0401430.0,18306.0401430.0_2024_9_1,37,37,0,1,rc_open
578,18539.0401430.0,18539.0401430.0_2024_10_1,42,42,0,4,rc_preg
579,18554.0401430.0,18554.0401430.0_2024_9_2,37,37,0,1,rc_open
580,18588.0401430.0,18588.0401430.0_2024_10_1,37,37,0,2,rc_open
581,18682.0401430.0,18682.0401430.0_2025_8_2,35,35,0,2,rc_open
582,18758.0401430.0,18758.0401430.0_2024_9_1,38,38,0,1,rc_open
583,1876.0401430.0,1876.0401430.0_2022_10_1,35,35,0,1,rc_open
584,18773.0401430.0,18773.0401430.0_2024_8_1,36,36,0,2,rc_open
585,18828.0401430.0,18828.0401430.0_2024_9_1,40,40,0,1,rc_open
586,18843.0392159.0,18843.0392159.0_2021_11_1,78,78,0,2,rc_open
587,18843.0392159.0,18843.0392159.0_2022_2_2,36,36,0,7,rc_preg
588,18981.0401430.0,18981.0401430.0_2024_11_1,35,35,0,1,rc_open
589,19087.0401430.0,19087.0401430.0_2024_11_1,38,38,0,1,rc_open
590,19102.0401430.0,19102.0401430.0_2024_10_1,46,46,0,4,rc_preg
591,19110.0401430.0,19110.0401430.0_2024_8_1,81,81,0,4,rc_preg
592,19121.0401430.0,19121.0401430.0_2025_2_1,36,36,0,2,rc_open
593,19139.0401430.0,19139.0401430.0_2024_10_1,48,48,0,4,rc_preg
594,19205.0401430.0,19205.0401430.0_2024_11_1,36,36,0,1,rc_open
595,19257.0401430.0,19257.0401430.0_2025_6_1,37,37,0,1,rc_open
596,19462.0401430.0,19462.0401430.0_2025_3_1,35,35,0,2,rc_open
597,19509.0401430.0,19509.0401430.0_2025_2_1,35,35,0,1,rc_open
598,19518.0401430.0,19518.0401430.0_2025_4_1,37,37,0,1,rc_open
599,19536.0401430.0,19536.0401430.0_2025_3_1,41,41,0,5,rc_preg
600,19552.0401430.0,19552.0401430.0_2025_6_2,35,35,0,2,rc_open
601,19572.0401430.0,19572.0401430.0_2025_3_1,39,39,0,3,rc_preg
602,19631.0401430.0,19631.0401430.0_2025_4_1,35,35,0,1,rc_open
603,19732.0401430.0,19732.0401430.0_2025_5_1,38,38,0,4,rc_preg
604,19781.0401430.0,19781.0401430.0_2025_6_1,39,39,0,3,rc_open
605,1988.0401430.0,1988.0401430.0_2022_3_1,28,28,0,1,rc_open
606,20106.0401430.0,20106.0401430.0_2025_7_1,36,36,0,2,rc_open
607,20131.0401430.0,20131.0401430.0_2025_8_1,35,35,0,2,rc_open
608,20153.0401430.0,20153.0401430.0_2025_7_1,37,37,0,2,rc_open
609,20298.0401430.0,20298.0401430.0_2025_7_1,35,35,0,1,rc_open
610,2042.0392159.0,2042.0392159.0_2022_4_1,29,29,0,2,rc_open
611,20566.0392159.0,20566.0392159.0_2023_3_1,29,29,0,3,rc_preg
612,213.0392159.0,213.0392159.0_2022_2_1,29,29,0,2,rc_open
613,213.0401430.0,213.0401430.0_2021_11_1,80,80,0,3,rc_preg
614,2132.0401430.0,2132.0401430.0_2021_11_1,42,42,0,2,rc_open
615,2132.0401430.0,2132.0401430.0_2022_1_2,28,28,0,2,rc_preg
616,2142.0401430.0,2142.0401430.0_2022_12_2,36,36,0,2,rc_open
617,2158.0392159.0,2158.0392159.0_2022_6_1,36,36,0,2,rc_open
618,2168.0401430.0,2168.0401430.0_2022_12_2,35,35,0,2,rc_open
619,2172.0401430.0,2172.0401430.0_2021_12_1,66,66,0,2,rc_preg
620,2234.0401430.0,2234.0401430.0_2022_3_2,28,28,0,3,rc_open
621,225.0392159.0,225.0392159.0_2025_4_5,36,36,0,2,rc_open
622,2260.0401430.0,2260.0401430.0_2023_1_2,36,36,0,2,rc_open
623,2302.0401430.0,2302.0401430.0_2023_3_3,36,36,0,3,rc_preg
624,2310.0401430.0,2310.0401430.0_2023_3_3,40,40,0,1,rc_open
625,2398.0401430.0,2398.0401430.0_2023_1_3,40,40,0,1,rc_open
626,2400.0392159.0,2400.0392159.0_2025_3_2,29,29,0,2,rc_open
627,2415.0401430.0,2415.0401430.0_2023_2_2,35,35,0,2,rc_open
628,2429.0401430.0,2429.0401430.0_2022_3_2,28,28,0,2,rc_open
629,2448.0401430.0,2448.0401430.0_2023_8_2,36,36,0,3,rc_open
630,24730.0392159.0,24730.0392159.0_2022_2_1,36,36,0,4,rc_preg
631,2506.0401430.0,2506.0401430.0_2023_9_2,36,36,0,2,rc_open
632,2510.0401430.0,2510.0401430.0_2022_6_2,35,35,0,3,rc_open
633,2514.0401430.0,2514.0401430.0_2022_6_1,37,37,0,5,rc_preg
634,2538.0401430.0,2538.0401430.0_2024_10_4,37,37,0,2,rc_open
635,25468.0392159.0,25468.0392159.0_2022_5_1,43,43,0,2,rc_open
636,25468.0392159.0,25468.0392159.0_2022_8_3,29,29,0,3,rc_open
637,25518.0392159.0,25518.0392159.0_2022_2_1,36,36,0,2,rc_open
638,25710.0392159.0,25710.0392159.0_2021_12_1,36,36,0,2,rc_open
639,2591.0401430.0,2591.0401430.0_2022_5_1,36,36,0,2,rc_open
640,2615.0401430.0,2615.0401430.0_2023_2_4,35,35,0,2,rc_open
641,2618.0401430.0,2618.0401430.0_2022_5_2,46,46,0,4,rc_preg
642,26679.0392159.0,26679.0392159.0_2022_9_2,43,43,0,2,rc_open
643,2669.0401430.0,2669.0401430.0_2022_8_1,42,42,0,3,rc_preg
644,26711.0392159.0,26711.0392159.0_2025_5_4,34,34,0,1,rc_open
645,2704.0401430.0,2704.0401430.0_2022_9_1,41,41,0,2,rc_open
646,2704.0401430.0,2704.0401430.0_2025_1_4,37,37,0,2,rc_open
647,2719.0401430.0,2719.0401430.0_2021_10_1,70,70,0,3,rc_preg
648,2719.0401430.0,2719.0401430.0_2022_11_2,40,40,0,3,rc_preg
649,2724.0401430.0,2724.0401430.0_2022_10_2,41,41,0,2,rc_open
650,2724.0401430.0,2724.0401430.0_2023_1_3,36,36,0,3,rc_preg
651,2729.0401430.0,2729.0401430.0_2022_2_2,29,29,0,3,rc_open
652,2766.0401430.0,2766.0401430.0_2022_1_1,29,29,0,2,rc_loss
653,277.0392159.0,277.0392159.0_2022_10_2,36,36,0,2,rc_open
654,2780.0401430.0,2780.0401430.0_2022_7_2,37,37,0,3,rc_preg
655,2785.0401430.0,2785.0401430.0_2022_10_1,42,42,0,5,rc_preg
656,2787.0401430.0,2787.0401430.0_2021_11_1,65,65,0,2,rc_preg
657,2787.0401430.0,2787.0401430.0_2022_11_2,35,35,0,3,rc_preg
658,2790.0401430.0,2790.0401430.0_2021_12_1,34,34,0,3,rc_open
659,2795.0401430.0,2795.0401430.0_2023_8_2,36,36,0,1,rc_open
660,2817.0401430.0,2817.0401430.0_2021_10_1,77,77,0,2,rc_preg
661,2845.0401430.0,2845.0401430.0_2021_11_1,67,67,0,2,rc_open
662,2911.0392159.0,2911.0392159.0_2023_7_1,29,29,0,3,rc_preg
663,2913.0401430.0,2913.0401430.0_2025_5_3,34,34,0,1,rc_open
664,2962.0401430.0,2962.0401430.0_2023_3_3,41,41,0,1,rc_open
665,2992.0401430.0,2992.0401430.0_2023_7_2,36,36,0,3,rc_preg
666,2995.0401430.0,2995.0401430.0_2025_4_3,41,41,0,5,rc_preg
667,3010.0392159.0,3010.0392159.0_2024_8_4,36,36,0,1,rc_open
668,3023.0401430.0,3023.0401430.0_2021_11_1,71,71,0,2,rc_preg
669,3049.0401430.0,3049.0401430.0_2021_10_1,77,77,0,2,rc_preg
670,3063.0401430.0,3063.0401430.0_2022_3_2,28,28,0,2,rc_loss
671,3079.0401430.0,3079.0401430.0_2021_12_1,29,29,0,1,rc_open
672,3083.0392159.0,3083.0392159.0_2023_10_1,31,31,0,2,rc_preg
673,3091.0401430.0,3091.0401430.0_2022_11_2,35,35,0,2,rc_open
674,3094.0401430.0,3094.0401430.0_2022_4_2,34,34,0,1,rc_open
675,3094.0401430.0,3094.0401430.0_2023_5_4,36,36,0,2,rc_open
676,3094.0401430.0,3094.0401430.0_2023_7_5,37,37,0,2,rc_open
677,3108.0401430.0,3108.0401430.0_2023_2_2,39,39,0,3,rc_loss
678,3112.0392159.0,3112.0392159.0_2024_10_3,37,37,0,2,rc_open
679,3114.0401430.0,3114.0401430.0_2023_6_3,36,36,0,3,rc_preg
680,3115.0401430.0,3115.0401430.0_2024_6_4,90,90,0,2,rc_open
681,3119.0392159.0,3119.0392159.0_2023_4_3,35,35,0,2,rc_open
682,3124.0392159.0,3124.0392159.0_2023_9_1,36,36,0,1,rc_open
683,3127.0392159.0,3127.0392159.0_2022_12_1,40,40,0,2,rc_open
684,3131.0401430.0,3131.0401430.0_2023_1_2,36,36,0,2,rc_open
685,3134.0392159.0,3134.0392159.0_2023_1_1,40,40,0,4,rc_preg
686,3134.0401430.0,3134.0401430.0_2022_4_2,28,28,0,2,rc_open
687,315.0392159.0,315.0392159.0_2024_7_5,78,78,0,2,rc_open
688,3154.0401430.0,3154.0401430.0_2025_3_3,39,39,0,1,rc_open
689,3173.0401430.0,3173.0401430.0_2022_1_1,28,28,0,4,rc_open
690,3173.0401430.0,3173.0401430.0_2022_4_2,38,38,0,4,rc_open
691,3202.0392159.0,3202.0392159.0_2024_9_2,36,36,0,2,rc_open
692,3206.0401430.0,3206.0401430.0_2021_11_1,70,70,0,2,rc_preg
693,3223.0392159.0,3223.0392159.0_2023_5_1,29,29,0,4,rc_open
694,3244.0392159.0,3244.0392159.0_2025_5_4,29,29,0,2,rc_open
695,3264.0392159.0,3264.0392159.0_2023_10_1,39,39,0,2,rc_preg
696,3302.0401430.0,3302.0401430.0_2022_2_1,28,28,0,3,rc_loss
697,3302.0401430.0,3302.0401430.0_2023_4_3,36,36,0,4,rc_loss
698,3302.0401430.0,3302.0401430.0_2023_6_4,39,39,0,3,rc_preg
699,3317.0392159.0,3317.0392159.0_2023_2_1,29,29,0,1,rc_open
700,3318.0392159.0,3318.0392159.0_2023_3_2,39,39,0,2,rc_open
701,3338.0401430.0,3338.0401430.0_2022_2_1,29,29,0,2,rc_open
702,3351.0392159.0,3351.0392159.0_2023_1_1,40,40,0,2,rc_open
703,336.0392159.0,336.0392159.0_2022_11_1,42,42,0,2,rc_open
704,3391.0401430.0,3391.0401430.0_2022_5_1,40,40,0,2,rc_open
705,3392.0392159.0,3392.0392159.0_2025_3_2,29,29,0,3,rc_open
706,3415.0401430.0,3415.0401430.0_2023_5_2,43,43,0,2,rc_open
707,3415.0401430.0,3415.0401430.0_2023_9_3,44,44,0,3,rc_preg
708,3423.0401430.0,3423.0401430.0_2023_6_3,36,36,0,2,rc_open
709,3443.0392159.0,3443.0392159.0_2023_4_1,41,41,0,1,rc_open
710,3480.0392159.0,3480.0392159.0_2023_8_1,36,36,0,5,rc_preg
711,3490.0392159.0,3490.0392159.0_2025_1_2,29,29,0,2,rc_open
712,3496.0401430.0,3496.0401430.0_2024_12_4,40,40,0,3,rc_open
713,3505.0401430.0,3505.0401430.0_2022_9_2,40,40,0,1,rc_open
714,352.0392159.0,352.0392159.0_2022_1_1,29,29,0,3,rc_loss
715,3527.0401430.0,3527.0401430.0_2022_8_1,42,42,0,2,rc_open
716,3534.0392159.0,3534.0392159.0_2023_8_4,36,36,0,2,rc_open
717,3536.0401430.0,3536.0401430.0_2022_11_2,35,35,0,2,rc_open
718,3545.0401430.0,3545.0401430.0_2024_10_5,36,36,0,1,rc_open
719,3584.0401430.0,3584.0401430.0_2022_6_1,41,41,0,2,rc_open
720,359.0392159.0,359.0392159.0_2023_9_4,38,38,0,2,rc_open
721,3602.0401430.0,3602.0401430.0_2023_6_5,36,36,0,2,rc_open
722,3605.0401430.0,3605.0401430.0_2024_10_3,37,37,0,2,rc_loss
723,3612.0401430.0,3612.0401430.0_2023_7_4,37,37,0,1,rc_open
724,3612.0401430.0,3612.0401430.0_2024_10_6,41,41,0,4,rc_preg
725,3623.0392159.0,3623.0392159.0_2025_6_6,29,29,0,2,rc_open
726,3630.0392159.0,3630.0392159.0_2023_5_1,29,29,0,2,rc_open
727,3633.0401430.0,3633.0401430.0_2022_9_1,36,36,0,1,rc_open
728,3660.0401430.0,3660.0401430.0_2021_11_1,68,68,0,2,rc_preg
729,3660.0401430.0,3660.0401430.0_2022_11_2,35,35,0,1,rc_open
730,3660.0401430.0,3660.0401430.0_2022_12_3,39,39,0,2,rc_open
731,3665.0392159.0,3665.0392159.0_2024_10_4,36,36,0,1,rc_open
732,3665.0392159.0,3665.0392159.0_2024_12_5,34,34,0,2,rc_open
733,368.0392159.0,368.0392159.0_2023_1_3,29,29,0,2,rc_loss
734,368.0392159.0,368.0392159.0_2024_6_5,85,85,0,3,rc_open
735,3686.0392159.0,3686.0392159.0_2025_2_4,36,36,0,4,rc_preg
736,3688.0392159.0,3688.0392159.0_2023_6_1,36,36,0,2,rc_open
737,3692.0401430.0,3692.0401430.0_2022_8_1,35,35,0,1,rc_open
738,3693.0401430.0,3693.0401430.0_2022_10_2,35,35,0,2,rc_open
739,3693.0401430.0,3693.0401430.0_2025_5_6,35,35,0,1,rc_open
740,3695.0401430.0,3695.0401430.0_2022_12_2,35,35,0,3,rc_open
741,3695.0401430.0,3695.0401430.0_2023_2_3,39,39,0,5,rc_preg
742,3697.0401430.0,3697.0401430.0_2024_9_3,41,41,0,3,rc_preg
743,3735.0401430.0,3735.0401430.0_2022_10_1,35,35,0,1,rc_open
744,3736.0401430.0,3736.0401430.0_2024_12_4,38,38,0,3,rc_preg
745,3753.0392159.0,3753.0392159.0_2023_8_1,36,36,0,2,rc_open
746,3753.0392159.0,3753.0392159.0_2025_1_4,36,36,0,2,rc_open
747,3753.0401430.0,3753.0401430.0_2024_11_5,36,36,0,3,rc_loss
748,3754.0392159.0,3754.0392159.0_2023_10_1,32,32,0,2,rc_preg
749,3756.0392159.0,3756.0392159.0_2024_9_2,42,42,0,4,rc_preg
750,3762.0401430.0,3762.0401430.0_2021_11_1,64,64,0,2,rc_preg
751,3782.0401430.0,3782.0401430.0_2022_9_1,35,35,0,2,rc_open
752,3784.0401430.0,3784.0401430.0_2021_10_1,70,70,0,2,rc_preg
753,3786.0401430.0,3786.0401430.0_2023_2_2,36,36,0,3,rc_preg
754,3796.0392159.0,3796.0392159.0_2023_2_2,29,29,0,2,rc_open
755,3799.0392159.0,3799.0392159.0_2025_2_2,41,41,0,4,rc_preg
756,3814.0401430.0,3814.0401430.0_2025_7_6,37,37,0,2,rc_open
757,3824.0401430.0,3824.0401430.0_2023_1_2,35,35,0,2,rc_open
758,3824.0401430.0,3824.0401430.0_2023_6_4,36,36,0,2,rc_preg
759,3825.0401430.0,3825.0401430.0_2022_10_1,40,40,0,1,rc_open
760,3825.0401430.0,3825.0401430.0_2022_11_2,38,38,0,3,rc_preg
761,3826.0401430.0,3826.0401430.0_2023_3_3,36,36,0,4,rc_preg
762,3834.0392159.0,3834.0392159.0_2024_7_2,50,50,0,2,rc_open
763,3842.0401430.0,3842.0401430.0_2023_9_2,44,44,0,5,rc_preg
